13;http://video.wikimart.ru/camcoders/camcorder/model/2258562/cifrovaya_videokamera_rekam_bizzaro_hdc-2532/;Цифровая видеокамера Rekam Bizzaro HDC-2532;http://img01.wikimart.ru/86/7d/df733c6e-f6d5-482d-9dc5-20867d4ab964.jpeg;4377.0;;4 варианта
14;http://video.wikimart.ru/camcoders/camcorder/model/3516556/cifrovaya_videokamera_jvc_everio_gz-hm30/;Цифровая видеокамера JVC Everio GZ-HM30;http://img02.wikimart.ru/4e/d0/e9b778b9-3331-49bc-9dd5-c74ed0f5b842.jpeg;5990.0;;11 вариантов
15;http://video.wikimart.ru/camcoders/camcorder/model/2258560/cifrovaya_videokamera_rekam_bizzaro_hdc-2531/;Цифровая видеокамера Rekam Bizzaro HDC-2531;http://img01.wikimart.ru/66/c4/5afab326-69c9-471a-a2dd-9866c4087685.jpeg;4377.0;;5 вариантов
16;http://video.wikimart.ru/camcoders/camcorder/model/14368529/cifrovaja_videokamera_gopro_digital_hero_3/;Цифровая видеокамера GoPro Digital Hero 3;http://img02.wikimart.ru/3b/d6/5f6eb10b-4164-48b4-81e0-4b3bd6e6d7f6.jpeg;5800.0;;
17;http://video.wikimart.ru/camcoders/camcorder/model/14225766/fotoapparat_cifrovaja_kamera_genius_g-shot_dv800_8m_s_interpoljaciejj_-_20m_24_lcd_displejj_32mb_usb_slot_sd/;Цифровая видеокамера Genius G-Shot DV800;http://img02.wikimart.ru/bb/24/a097664e-64cd-446a-98db-5bbb240b651e.jpeg;2549.0;;
18;http://video.wikimart.ru/camcoders/camcorder/model/12987868/cifrovaja_videokamera_kodak_playfull_ze2/;Портативная мини видеокамера KODAK PlayFull Ze2;http://img02.wikimart.ru/67/72/f3794d09-834b-455a-9d3b-516772ecefd2.jpeg;3262.0;;
19;http://video.wikimart.ru/camcoders/camcorder/model/5840551/portativnaya_mini_videokamera_kodak_playfull/;Портативная мини видеокамера KODAK PlayFull Ze1;http://img01.wikimart.ru/90/df/74351405-1d69-4649-99d3-8690df8769fb.jpeg;3262.0;;
20;http://video.wikimart.ru/camcoders/camcorder/model/3556391/portativnaya_mini_videokamera_mysee_720r/;Портативная мини видеокамера MySee 720р;http://img01.wikimart.ru/26/e1/fdff8899-fc88-4951-a556-b226e14fae67.jpeg;3900.0;;
21;http://video.wikimart.ru/camcoders/camcorder/model/2258566/cifrovaya_videokamera_rekam_prezio_hdc-3535/;Цифровая видеокамера Rekam Prezio HDC-3535;;4590.0;;2 варианта
22;http://video.wikimart.ru/camcoders/camcorder/model/2258565/cifrovaya_videokamera_rekam_prezio_hdc-3533/;Цифровая видеокамера Rekam Prezio HDC-3533;http://img01.wikimart.ru/08/a3/2c460d8b-7556-4f55-aa3c-7e08a3545ded.jpeg;4464.0;;2 варианта
23;http://video.wikimart.ru/camcoders/camcorder/model/1140226/portativnaya_mini_videokamera_jvc_picsio_gc-fm1/;Портативная мини видеокамера JVC Picsio GC-FM1;http://img01.wikimart.ru/57/ee/e2d68ff1-de9e-42e8-a18b-3c57ee4ccf73.jpeg;4400.0;;
